objectid;anlage;adresse;typ;gruppe;lng;lat
80;Sporthalle NMS Olympisches Dorf;Kajetan-Sweth-Straße 14;Sporthalle;Sporthalle;11.4432232560001;47.2704708190001
81;Tennis Union Turnerschaft Innsbruck;Radetzkystraße 41;Tennisplatz;Tennis/Squash;11.4238305590001;47.270905009
82;Schießstand Hötting;Schwabeneckweg 7;Schießstandhalle;Sonstiges;11.375426895;47.271149069
83;Turnleistungszentrum NMS Olympisches Dorf;Kajetan-Sweth-Straße 14;Sporthalle;Sporthalle;11.4430417030001;47.270171761
84;Spielplatz TG Kajetan-Sweth-Straße;Kajetan-Sweth-Straße;Sportplatz;Spielplatz;11.4438413990001;47.269935823
85;Spielplatz Kindergarten Hötting;Schneeburggasse 30;Sportplatz;Spielplatz;11.3813129960001;47.2705957410001
86;Spielplatz Waltherpark;Innstraße;Sportplatz;Spielplatz;11.3919432450001;47.2704323090001
87;Fußballplatz Reichenau;Klappholzstraße 2;Fußballplatz;Fußball/Football;11.4178500960001;47.269343034
88;Sporthalle NMS Pembaurstraße;Pembaurstraße 18;Sporthalle;Sporthalle;11.4107794990001;47.269435006
89;Sporthalle NMS Gabelsbergerstraße;Gabelsbergerstraße 1;Sporthalle;Sporthalle;11.410491462;47.26938153
90;Fußballplatz Reichenau;Klappholzstraße 2;Fußballplatz;Fußball/Football;11.4172083030001;47.2689571820001
91;SVO Stockschützenverein Olympisches Dorf;Kugelfangweg 48;Bocciabahn;Sonstiges;11.447393694;47.2688339900001
92;Sporthalle VS Dreiheiligen;Jahnstraße 5;Sporthalle;Sporthalle;11.4034280220001;47.2690688710001
93;Spielplatz Durigstraße;Durigstraße;Sportplatz;Spielplatz;11.424603427;47.2687839000001
94;Spielplatz Andechsstraße;Andechsstraße;Sportplatz;Spielplatz;11.421998531;47.268520322
95;Schießstand Vereinsheim Reichenau;Valiergasse 8a;Schießstandhalle;Sonstiges;11.428001846;47.2680387140001
96;Sporthalle VS Mariahilf;Dr.-Sigismund-Epp-Weg 3;Sporthalle;Sporthalle;11.3859470400001;47.268300121
97;Sporthalle VS Pradl-Leitgeb;Pradler Platz 8;Sporthalle;Sporthalle;11.407745537;47.2675290650001
98;Sporthalle VS Allerheiligen;Karl-Innerebner-Straße 70;Sporthalle;Sporthalle;11.356427164;47.267981402
99;Bocciaanlage Rapoldipark;Pradler Platz;Bocciabahn;Sonstiges;11.4066023020001;47.2673770490001
100;Sportanlage Andechsstraße;Andechsstraße 70;Fußballplatz;Fußball/Football;11.421784652;47.2669068860001
101;Spielplatz Rapoldipark;Stadtpark Rapoldi;Sportplatz;Spielplatz;11.406653942;47.267072037
102;Sportanlage Andechsstraße;Andechsstraße 70;Beachvolleyballplatz;Funsport;11.421233461;47.266909974
103;Sportanlage Andechsstraße;Andechsstraße 70;Streetballplatz;Funsport;11.4208778670001;47.266956174
104;Spielplatz Lohbach;Lohbachufer;Skate-/Rollerbladeplatz;Funsport;11.343931872;47.267478166
105;Sportanlage Andechsstraße;Andechsstraße 70;Basketballplatz;Funsport;11.4206905240001;47.2668636510001
106;Sportanlage Andechsstraße;Andechsstraße 70;Streetballplatz;Funsport;11.420834353;47.2668712510001
107;Sportanlage Andechsstraße;Andechsstraße 70;Streetballplatz;Funsport;11.420790842;47.2667863290001
108;Sportanlage Andechsstraße;Andechsstraße 70;Beachsoccerplatz;Funsport;11.4211369830001;47.266722154
109;Kegelbahn NMS Hötting West;Viktor-Franz-Hess-Straße 9;Kegelbahn;Sporthalle;11.344663886;47.267404137
110;Eisschützenclub Tirol;Egerdachstraße 71;Bocciabahn;Sonstiges;11.421501791;47.266389114
111;Spielplatz Lohbach;Lohbachufer;Sportplatz;Spielplatz;11.3425032380001;47.266968127
112;Eisschützenclub Tirol;Egerdachstraße 71;Bocciabahn;Sonstiges;11.4215020980001;47.266333155
113;Sporthalle NMS Hötting West;Viktor-Franz-Hess-Straße 9;Sporthalle;Sporthalle;11.3447884940001;47.2668866440001
114;Eislaufplatz Sparkassenplatz;Sparkassenplatz;Eislaufplatz;Eissport;11.3948223950001;47.2660163680001
115;Spielplatz Rapoldipark;Stadtpark Rapoldi;Skate-/Rollerbladeplatz;Funsport;11.405561275;47.265428028
116;Hallenbad Amraser Straße;Amraser Straße 3;Hallenbad;Schwimmen;11.4052925890001;47.265167198
117;Hallenbad Höttinger Au;Fürstenweg 12;Hallenbad;Schwimmen;11.380685167;47.2652095720001
118;Hallenbad Amraser Straße;Amraser Straße 3;Hallenbad;Schwimmen;11.4054261270001;47.264926148
119;Sportanlage NMS Hötting;Fürstenweg 13;Sportplatz;Spielplatz;11.3824415030001;47.264847511
120;Spielplatz Kranewitterpark;Kranewitterstraße;Sportplatz;Spielplatz;11.420079635;47.264582149
121;Sportanlage NMS Hötting;Fürstenweg 13;Sporthalle;Sporthalle;11.381602365;47.2648358180001
122;Streetballplatz Prandtauerufer;Prandtauerufer;Streetballplatz;Funsport;11.382741222;47.264651316
123;Spielplatz Ursulinenpark;Ursulinenweg;Basketballplatz;Funsport;11.36548428;47.263504805
124;Sportanlage Ursulinengymnasium;Fürstenweg 86;Sportplatz;Spielplatz;11.3690413890001;47.2621938990001
125;Fitness- und Karatecenter Haslwanter;Reimmichlgasse 9;Fitnesscenter;Fitness/Klettern;11.368083449;47.262523936
126;Tennisplatz Kranebitter Allee;Kranebitter Allee;Tennisplatz;Tennis/Squash;11.3492782870001;47.262638194
127;Innsbrucker Taekwon-do-Center;Andreas-Hofer-Straße 5;Fitnesscenter;Fitness/Klettern;11.391552405;47.261748653
128;Streetballplatz Arthur-Haidl-Promenade;Fischnalerstraße;Streetballplatz;Funsport;11.3800333880001;47.261621726
129;Sporthalle NMS Müllerstraße;Müllerstraße 38;Sporthalle;Sporthalle;11.3880118860001;47.2614990760001
130;Freibad Tivoli;Purtschellerstraße 1;Freibad;Schwimmen;11.406920389;47.2609538500001
131;Sporthalle NMS Dr.-Fritz-Prior;Leopoldstraße 15;Sporthalle;Sporthalle;11.3967834700001;47.2610208020001
132;Freibad Tivoli;Purtschellerstraße 1;Freibad;Schwimmen;11.4083285340001;47.2605904870001
133;Freibad Tivoli;Purtschellerstraße 1;Freibad;Schwimmen;11.4070738340001;47.26057616
134;Freibad Tivoli;Purtschellerstraße 1;Freibad;Schwimmen;11.4086823710001;47.260261707
135;Sporthalle VS Angergasse;Angergasse 18;Sporthalle;Sporthalle;11.369550121;47.260483976
136;Spielplatz Angergasse;Angergasse;Sportplatz;Spielplatz;11.36996011;47.259942611
137;Eisschützenclub Tivoli;Bleichenweg 54;Bocciabahn;Sonstiges;11.434690689;47.2593948420001
138;Freibad Tivoli;Purtschellerstraße 1;Freibad;Schwimmen;11.4085248920001;47.2595331570001
139;Sporthalle VS Amras;Kirchsteig 8;Sporthalle;Sporthalle;11.428709364;47.2584951650001
140;Boccia-/Stockschießanlage Wilten West / Besele II;Innerkoflerstraße 11c;Bocciabahn;Sonstiges;11.3843561950001;47.258638558
141;Sportanlage HTBLVA II Trenkwalderstraße;Mitterweg 17;Sportplatz;Spielplatz;11.377160604;47.2585589450001
142;Boccia-/Stockschießanlage Wilten West / Besele I;Innerkoflerstraße 11b;Bocciabahn;Sonstiges;11.3841370430001;47.2585776110001
143;Sportanlage HTBLVA II Trenkwalderstraße;Mitterweg 17;Sporthalle;Sporthalle;11.3767336930001;47.258592127
144;Universitätssportanlagen;Fürstenweg 185;Tennisplatz;Tennis/Squash;11.360396655;47.2587770900001
145;Sparkassentennisclub;Fürstenweg 172b;Tennisplatz;Tennis/Squash;11.357882021;47.258637853
146;Olympiahalle;Olympiastraße 10;Eishalle;Eissport;11.4095511630001;47.2578544340001
147;Sparkassentennisclub;Fürstenweg 172b;Tennisplatz;Tennis/Squash;11.3576728090001;47.2585822820001
148;Tiroler Wasserkraft Arena;Olympiastraße 10;Eishalle;Eissport;11.4106045620001;47.257967711
149;Universitätssportanlagen;Fürstenweg 185;Tennisplatz;Tennis/Squash;11.360543648;47.2585225170001
150;Sparkassentennisclub;Fürstenweg 172b;Tennisplatz;Tennis/Squash;11.357464051;47.258527289
151;Universitätssportanlagen;Fürstenweg 185;Tennisplatz;Tennis/Squash;11.3603067500001;47.258508008
152;Spielplatz Pechepark;Pechestraße;Sportplatz;Spielplatz;11.398994251;47.2582216280001
153;Universitätssportanlagen;Fürstenweg 185;Tennisplatz;Tennis/Squash;11.359964501;47.2584870800001
154;Fußballplatz Wilten West / Besele;Innerkoflerstraße 11;Fußballplatz;Fußball/Football;11.383945093;47.2580116190001
155;Universitätssportanlagen;Fürstenweg 185;Tennisplatz;Tennis/Squash;11.359727461;47.2584726910001
156;Sparkassentennisclub;Fürstenweg 172b;Tennisplatz;Tennis/Squash;11.3572560710001;47.2584718680001
157;Universitätssportanlagen;Fürstenweg 185;Tennisplatz;Tennis/Squash;11.359436755;47.258365064
158;Tennis- und Squashhallen West;Fürstenweg 172;Tennishalle;Tennis/Squash;11.355827205;47.2582281030001
159;Tennis- und Squashhallen West;Fürstenweg 172;Squashhalle;Tennis/Squash;11.3561609010001;47.2582825740001
160;Sparkassentennisclub;Fürstenweg 172b;Tennisplatz;Tennis/Squash;11.3576410470001;47.2582191710001
161;Sparkassentennisclub;Fürstenweg 172b;Tennisplatz;Tennis/Squash;11.35743202;47.2581643290001
162;Universitätssportanlagen;Fürstenweg 185;Tennisplatz;Tennis/Squash;11.3602921240001;47.258064575
163;Universitätssportanlagen;Fürstenweg 185;Tennisplatz;Tennis/Squash;11.3597855470001;47.258033792
164;Universitätssportanlagen;Fürstenweg 185;Tennisplatz;Tennis/Squash;11.3594827900001;47.258015146
165;Landessportcenter Tirol;Olympiastraße 10a;Hallenbad;Schwimmen;11.411184728;47.2575068360001
166;Tennis- und Squashhallen West;Fürstenweg 172;Tennishalle;Tennis/Squash;11.3561685080001;47.257912268
167;Eisschnelllaufring;Olympiastraße 10;Eislaufplatz;Eissport;11.408976942;47.2571931350001
168;Eisschnelllaufring;Olympiastraße 10;Eislaufplatz;Eissport;11.4098641620001;47.2570901390001
169;Universitätssportanlagen;Fürstenweg 185;Leichtathletikanlage;Sonstiges;11.3594365970001;47.25752228
170;Universitätssportanlagen;Fürstenweg 185;Leichtathletikanlage;Sonstiges;11.3583148110001;47.256967989
171;Universitätssportanlagen;Fürstenweg 185;Fußballplatz;Fußball/Football;11.3589804980001;47.256950546
172;Spielplatz Mitterweg Ost;Mitterweg;Sportplatz;Spielplatz;11.3708310650001;47.257117527
173;Universitätssportanlagen;Fürstenweg 185;Hallenbad;Schwimmen;11.3557104330001;47.2571850800001
174;Universitätssportanlagen;Fürstenweg 185;Fußballplatz;Fußball/Football;11.357504208;47.2566587920001
175;Universitätssportanlagen;Fürstenweg 185;Leichtathletikanlage;Sonstiges;11.359760529;47.2567811110001
176;Tivoli Stadion;Stadionstraße 1-1b;Fußballplatz;Fußball/Football;11.411176696;47.256008552
177;Universitätssportanlagen;Fürstenweg 185;Schießstandhalle;Sonstiges;11.354911966;47.256959119
178;Universitätssportanlagen;Fürstenweg 185;Fußballplatz;Fußball/Football;11.354367091;47.256621195
179;Kletterzentrum Tivoli;Stadionstraße 1;Kletterhalle;Fitness/Klettern;11.412083045;47.256349593
180;Universitätssportanlagen;Fürstenweg 185;Sporthalle;Sporthalle;11.356585593;47.25692336
181;Universitätssportanlagen;Fürstenweg 185;Sporthalle;Sporthalle;11.3566666200001;47.256829505
182;Universitätssportanlagen;Fürstenweg 185;Sporthalle;Sporthalle;11.3566830240001;47.256707476
183;Universitätssportanlagen;Fürstenweg 185;Sportplatz;Spielplatz;11.355233981;47.2565678240001
184;Tivoli Fußballplatz W2;Olympiastraße 10;Fußballplatz;Fußball/Football;11.409820536;47.255827261
185;Universitätssportanlagen;Fürstenweg 185;Sporthalle;Sporthalle;11.356256493;47.2566260350001
186;Universitätssportanlagen;Fürstenweg 185;Sporthalle;Sporthalle;11.3557738980001;47.2566738620001
187;Tennisanlage ÖBB;Hauptfrachtenbahnhof;Tennisplatz;Tennis/Squash;11.4035691340001;47.2560023880001
188;Universitätssportanlagen;Fürstenweg 185;Kletterhalle;Fitness/Klettern;11.355827678;47.25652252
189;Universitätssportanlagen;Fürstenweg 185;Sporthalle;Sporthalle;11.356625174;47.256272579
190;Universitätssportanlagen;Fürstenweg 185;Sportplatz;Spielplatz;11.352479709;47.2562451320001
